Season,Team,Place,Finish,ELO,Heritgae_Score,PPM,GF,GA,Wins,Finals,SF,QF,R16,Total,Section,Squad,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes,Lookup
2013,Schalke 04,16,11,1789.990479,24,1.75,1.625,1.25,0,0,1,2,2,4,R16,de Club Crest Schalke 04,8,3,5,0,13,10,3,14,,,,,52635,Klaas-Jan Huntelaar - 4,Lars Unnerstall,,Schalke 042013
2013,Manchester Utd,16,12,1900.38501,191,1.75,1.375,1.125,1,3,5,9,11,13,R16,eng Club Crest Manchester Utd,8,4,2,2,11,9,2,14,,,,,73582,"Javier Hernández, Robin van Persie - 3",David de Gea,,Manchester Utd2013
2013,Celtic,16,13,1612.90918,10,1.666666667,1.416666667,1.166666667,0,0,0,0,2,6,R16,sct Club Crest Celtic,12,6,2,4,17,14,3,20,,,,,58211,Georgios Samaras - 3,Fraser Forster,,Celtic2013
2013,Arsenal,16,14,1805.263672,93,1.625,1.625,1.375,0,1,2,6,12,13,R16,eng Club Crest Arsenal,8,4,1,3,13,11,2,13,,,,,59954,Lukas Podolski - 4,Vito Mannone,,Arsenal2013
2013,Shakhtar,16,15,1854.244141,13,1.375,1.75,1.625,0,0,0,1,1,7,R16,ua Club Crest Shakhtar,8,3,2,3,14,13,1,11,,,,,49101,Willian - 4,Andriy Pyatov,,Shakhtar2013
2013,Milan,16,16,1747.335815,199,1.375,1.125,1.25,2,3,4,6,10,11,R16,it Club Crest Milan,8,3,2,3,9,10,-1,11,,,,,40981,"Stephan El Shaarawy, Alexandre Pato - 2",Christian Abbiati,,Milan2013
2013,CFR Cluj,32,17,1592.804321,2,2,1.5,0.9,0,0,0,0,0,2,GR,ro Club Crest CFR Cluj,10,6,2,2,15,9,6,20,,,,,15708,Rui Pedro - 3,Mário Felgueiras,,CFR Cluj2013
2013,Chelsea,32,18,1837.201172,174,1.666666667,2.666666667,1.666666667,1,2,6,8,10,10,GR,eng Club Crest Chelsea,6,3,1,2,16,10,6,10,,,,,40689,Oscar - 5,Petr ?ech,,Chelsea2013
2013,BATE Borisov,32,19,1553.940063,2,1.5,1.5,1.583333333,0,0,0,0,0,2,GR,by Club Crest BATE Borisov,12,5,3,4,18,19,-1,18,,,,,25542,"Vitali Rodionov, Renan Bardini Bressan - 2",Andrey Harbunow,,BATE Borisov2013
2013,Dynamo Kyiv,32,20,1717.246338,12,1.5,1.3,1.4,0,0,0,0,1,10,GR,ua Club Crest Dynamo Kyiv,10,4,3,3,13,14,-1,15,,,,,39634,Oleh Husyev - 2,Maksym Koval,,Dynamo Kyiv2013
2013,Olympiacos,32,21,1742.221924,15,1.5,1.5,1.5,0,0,0,0,2,11,GR,gr Club Crest Olympiacos,6,3,0,3,9,9,0,9,,,,,29089,Kostas Mitroglou - 4,Roy Carroll,,Olympiacos2013
2013,Benfica,32,22,1820.601685,17,1.333333333,0.833333333,0.833333333,0,0,0,2,2,5,GR,pt Club Crest Benfica,6,2,2,2,5,5,0,8,,,,,49120,Óscar Cardozo - 2,Artur Moraes,,Benfica2013
2013,Anderlecht,32,23,1707.82019,8,1.2,1.8,1.1,0,0,0,0,1,6,GR,be Club Crest Anderlecht,10,3,3,4,18,11,7,12,,,,,17317,Dieumerci Mbokani - 2,Silvio Proto,,Anderlecht2013
2013,Zenit,32,24,1759.464111,4,1.166666667,1,1.5,0,0,0,0,1,2,GR,ru Club Crest Zenit,6,2,1,3,6,9,-3,7,,,,,19361,Danny - 2,Vyacheslav Malafeev,,Zenit2013
2013,Dinamo Zagreb,32,25,1514,1,1.083333333,1.083333333,1.5,0,0,0,0,0,1,GR,hr Club Crest Dinamo Zagreb,12,3,4,5,13,18,-5,13,,,,,5890,Ivan Krstanovi? - 1,Ivan Kelava,,Dinamo Zagreb2013
2013,Spartak Moscow,32,26,1656.913208,8,0.875,1.25,2,0,0,0,0,1,6,GR,ru Club Crest Spartak Moscow,8,2,1,5,10,16,-6,7,,,,,50637,Emmanuel Emenike - 2,"Andriy Dykan, Sergei Pesyakov...",,Spartak Moscow2013
2013,Ajax,32,27,1721.102661,14,0.666666667,1.333333333,2.666666667,0,0,0,1,2,6,GR,nl Club Crest Ajax,6,1,1,4,8,16,-8,4,,,,,47578,Siem de Jong - 3,Kenneth Vermeer,,Ajax2013
2013,Braga,32,28,1671.534302,1,0.625,1.125,1.875,0,0,0,0,0,1,GR,pt Club Crest Braga,8,1,2,5,9,15,-6,5,,,,,11758,Alan - 5,Beto,,Braga2013
2013,Lille,32,29,1714.576782,6,0.5,0.75,1.75,0,0,0,0,1,4,GR,fr Club Crest Lille,8,1,1,6,6,14,-8,4,,,,,41139,"Salomon Kalou, Gianni Bruno... - 1",Mickaël Landreau,,Lille2013
2013,Manchester City,32,30,1867.851318,1,0.5,1.166666667,1.833333333,0,0,0,0,0,1,GR,eng Club Crest Manchester City,6,0,3,3,7,11,-4,3,,,,,43206,Sergio Agüero - 2,Joe Hart,,Manchester City2013
2013,Montpellier,32,31,1685.344482,0,0.333333333,1,2,0,0,0,0,0,0,GR,fr Club Crest Montpellier,6,0,2,4,6,12,-6,2,,,,,24499,Younès Belhanda - 2,Geoffrey Jourdren,,Montpellier2013
2013,Nordsjælland,32,32,1488.165405,0,0.166666667,0.666666667,3.666666667,0,0,0,0,0,0,GR,dk Club Crest Nordsjælland,6,0,1,5,4,22,-18,1,,,,,21526,"Joshua John, Mikkel Beckmann... - 1",Jesper Hansen,,Nordsjælland2013
2012,Chelsea,1,1,1847.198486,111,1.615384615,1.923076923,0.923076923,0,1,5,7,9,9,W,eng Club Crest Chelsea,13,5,6,2,25,12,13,21,,,,,40902,Didier Drogba - 6,Petr ?ech,? Champions League via playoff win,Chelsea2012
2012,Bayern Munich,2,2,1898.87439,147,1.866666667,1.933333333,0.733333333,1,2,3,7,10,11,F,de Club Crest Bayern Munich,15,8,4,3,29,11,18,28,,,,,71500,Mario Gómez - 12,Manuel Neuer,,Bayern Munich2012
2012,Real Madrid,4,3,2033.759644,196,2.083333333,2.916666667,0.75,2,2,5,6,12,12,SF,es Club Crest Real Madrid,12,7,4,1,35,9,26,25,,,,,67644,Cristiano Ronaldo - 10,Iker Casillas,,Real Madrid2012
2012,Barcelona,4,4,2060.631104,263,1.916666667,2.916666667,0.833333333,3,3,7,8,10,11,SF,es Club Crest Barcelona,12,6,5,1,35,10,25,23,,,,,77953,Lionel Messi - 14,Víctor Valdés,,Barcelona2012
2012,Benfica,8,5,1851.632813,10,1.357142857,1.5,1,0,0,0,1,1,4,QF,pt Club Crest Benfica,14,4,7,3,21,14,7,19,,,,,49431,Óscar Cardozo - 4,Artur Moraes,,Benfica2012
2012,Milan,8,6,1798.599365,192,1.3,1.6,1.4,2,3,4,5,9,10,QF,it Club Crest Milan,10,3,4,3,16,14,2,13,,,,,70491,Zlatan Ibrahimovi? - 5,Christian Abbiati,,Milan2012
2012,Marseille,8,7,1772.579224,10,1.3,0.9,1,0,0,0,0,2,6,QF,fr Club Crest Marseille,10,4,1,5,9,10,-1,13,,,,,30824,André Ayew - 4,Steve Mandanda,,Marseille2012
2012,APOEL FC,8,8,1638.701782,1,1.1875,1.25,1.0625,0,0,0,0,0,1,QF,cy Club Crest APOEL FC,16,4,7,5,20,17,3,19,,,,,22262,Gustavo Manduca - 4,Dionisis Chiotis,,APOEL FC2012
2012,Arsenal,16,9,1833.470581,90,1.8,1.3,1.1,0,1,2,6,11,12,R16,eng Club Crest Arsenal,10,5,3,2,13,11,2,18,,,,,59785,Robin van Persie - 4,Wojciech Szcz?sny,,Arsenal2012
2012,Napoli,16,10,1728.299316,0,1.75,1.75,1.375,0,0,0,0,0,0,R16,it Club Crest Napoli,8,4,2,2,14,11,3,14,,,,,54223,Edinson Cavani - 5,Morgan De Sanctis,,Napoli2012
2012,Basel,16,11,1703.166138,5,1.75,1.5,2.125,0,0,0,0,1,3,R16,ch Club Crest Basel,8,4,2,2,12,17,-5,14,,,,,34489,Alexander Frei - 5,Yann Sommer,,Basel2012
2012,Lyon,16,12,1757.018433,53,1.5,1.4,1,0,0,1,4,9,11,R16,fr Club Crest Lyon,10,4,3,3,14,10,4,15,,,,,35403,Bafétimbi Gomis - 5,Hugo Lloris,,Lyon2012
2012,Zenit,16,13,1792.946533,1,1.5,1.25,1.125,0,0,0,0,0,1,R16,ru Club Crest Zenit,8,3,3,2,10,9,1,12,,,,,20628,Roman Shirokov - 5,Vyacheslav Malafeev,,Zenit2012
2012,Inter,16,14,1748.229126,109,1.375,1.25,1.125,1,1,2,5,8,9,R16,it Club Crest Inter,8,3,2,3,10,9,1,11,,,,,33668,Giampaolo Pazzini - 3,Júlio César,,Inter2012
2012,Leverkusen,16,15,1763.230225,39,1.25,1.25,2.25,0,1,1,1,3,5,R16,de Club Crest Leverkusen,8,3,1,4,10,18,-8,10,,,,,27555,Eren Derdiyok - 2,Bernd Leno,,Leverkusen2012
2012,CSKA Moscow,16,16,1726.625366,10,1.125,1.375,1.625,0,0,0,1,1,4,R16,ru Club Crest CSKA Moscow,8,2,3,3,11,13,-2,9,,,,,35525,Seydou Doumbia - 5,Vladimir Gabulov,,CSKA Moscow2012
2012,Manchester City,32,17,1894.981323,0,1.666666667,1.5,1,0,0,0,0,0,0,GR,eng Club Crest Manchester City,6,3,1,2,9,6,3,10,,,,,44451,Yaya Touré - 3,Joe Hart,,Manchester City2012
2012,Manchester Utd,32,18,1922.801392,190,1.5,1.833333333,1.333333333,1,3,5,9,11,12,GR,eng Club Crest Manchester Utd,6,2,3,1,11,8,3,9,,,,,74278,"Wayne Rooney, Danny Welbeck - 2",David de Gea,,Manchester Utd2012
2012,Olympiacos,32,19,1701.114258,14,1.5,1.333333333,1,0,0,0,0,2,10,GR,gr Club Crest Olympiacos,6,3,0,3,8,6,2,9,,,,,30165,"David Fuster, François Modesto... - 2","Franco Costanzo, Balázs Megyeri",,Olympiacos2012
2012,Viktoria Plze?,32,20,1568.680908,0,1.416666667,1.833333333,1.333333333,0,0,0,0,0,0,GR,cz Club Crest Viktoria Plze?,12,4,5,3,22,16,6,17,,,,,19847,Marek Bakoš - 2,Marek ?ech,,Viktoria Plze?2012
2012,Valencia,32,21,1829.114746,81,1.333333333,2,1.166666667,0,2,2,4,5,7,GR,es Club Crest Valencia,6,2,2,2,12,7,5,8,,,,,35308,Roberto Soldado - 5,Diego Alves,,Valencia2012
2012,Porto,32,22,1919.797363,93,1.333333333,1.166666667,1.166666667,1,1,1,3,8,9,GR,pt Club Crest Porto,6,2,2,2,7,7,0,8,,,,,38545,Hulk - 4,Helton Arruda,,Porto2012
2012,Ajax,32,23,1736.691406,13,1.333333333,1,1,0,0,0,1,2,5,GR,nl Club Crest Ajax,6,2,2,2,6,6,0,8,,,,,50256,"Christian Eriksen, Derk Boerrigter... - 1",Kenneth Vermeer,,Ajax2012
2012,Trabzonspor,32,24,1615.087036,0,1,0.5,1,0,0,0,0,0,0,GR,tr Club Crest Trabzonspor,8,1,5,2,4,8,-4,8,,,,,18653,"Halil Alt?ntop, Ond?ej ?el?stka... - 1",Tolga Zengin,,Trabzonspor2012
2012,Lille,32,25,1765.447754,5,1,1,1,0,0,0,0,1,3,GR,fr Club Crest Lille,6,1,3,2,6,6,0,6,,,,,16215,Moussa Sow - 3,Mickaël Landreau,,Lille2012
2012,Dinamo Zagreb,32,26,1531,0,0.916666667,1.083333333,2.166666667,0,0,0,0,0,0,GR,hr Club Crest Dinamo Zagreb,12,3,2,7,13,26,-13,11,,,,,23075,"Fatos Be?iraj, Mateo Kova?i?... - 1",Ivan Kelava,,Dinamo Zagreb2012
2012,BATE Borisov,32,27,1483.300049,1,0.833333333,0.916666667,1.416666667,0,0,0,0,0,1,GR,by Club Crest BATE Borisov,12,1,7,4,11,17,-6,10,,,,,28392,Renan Bardini Bressan - 2,Alyaksandr Hutar,,BATE Borisov2012
2012,Shakhtar,32,28,1790.678223,12,0.833333333,1,1.333333333,0,0,0,1,1,6,GR,ua Club Crest Shakhtar,6,1,2,3,6,8,-2,5,,,,,46719,Luiz Adriano - 3,Oleksandr Rybka,,Shakhtar2012
2012,Genk,32,29,1623.561646,1,0.8,0.8,2.1,0,0,0,0,0,1,GR,be Club Crest Genk,10,1,5,4,8,21,-13,8,,,,,21340,Jelle Vossen - 2,László Köteles,,Genk2012
2012,Dortmund,32,30,1824.807007,5,0.666666667,1,2,0,0,0,0,1,3,GR,de Club Crest Dortmund,6,1,1,4,6,12,-6,4,,,,,65590,"Jakub B?aszczykowski, Shinji Kagawa... - 1",Roman Weidenfeller,,Dortmund2012
2012,Villarreal,32,31,1678.053833,22,0.125,0.625,1.875,0,0,1,2,2,2,GR,es Club Crest Villarreal,8,0,1,7,5,15,-10,1,,,,,17959,"Cani, Jonathan de Guzmán - 1",Diego López,,Villarreal2012
2012,O?elul Gala?i,32,32,1470.467041,0,0,0.5,1.833333333,0,0,0,0,0,0,GR,ro Club Crest O?elul Gala?i,6,0,0,6,3,11,-8,0,,,,,13533,"Liviu Antal, Gabriel Giurgiu... - 1",Branko Grahovac,,O?elul Gala?i2012
2011,Barcelona,1,1,2036.556519,200,2.153846154,2.307692308,0.692307692,2,2,6,7,9,10,W,es Club Crest Barcelona,13,8,4,1,30,9,21,28,,,,,85535,Lionel Messi - 12,Víctor Valdés,? Champions League via playoff win,Barcelona2011
2011,Manchester Utd,2,2,1949.497559,159,1.846153846,1.461538462,0.538461538,1,2,4,8,10,11,F,eng Club Crest Manchester Utd,13,6,6,1,19,7,12,24,,,,,80325,"Javier Hernández, Wayne Rooney - 4",Edwin van der Sar,,Manchester Utd2011
2011,Real Madrid,4,3,1973.613403,181,2.083333333,2.083333333,0.5,2,2,4,5,11,11,SF,es Club Crest Real Madrid,12,7,4,1,25,6,19,25,,,,,71583,"Karim Benzema, Cristiano Ronaldo - 6",Iker Casillas,,Real Madrid2011
2011,Schalke 04,4,4,1786.113647,9,1.583333333,1.833333333,1.166666667,0,0,0,1,1,3,SF,de Club Crest Schalke 04,12,5,4,3,22,14,8,19,,,,,52378,Raúl - 5,Manuel Neuer,,Schalke 042011
2011,Shakhtar,8,5,1845.0177,5,2,1.9,1.4,0,0,0,0,0,5,QF,ua Club Crest Shakhtar,10,6,2,2,19,14,5,20,,,,,49083,"Eduardo da Silva, Luiz Adriano - 4",Andriy Pyatov,,Shakhtar2011
2011,Chelsea,8,6,1893.885986,104,1.9,1.7,0.7,0,1,5,6,8,8,QF,eng Club Crest Chelsea,10,6,1,3,17,7,10,19,,,,,39157,Nicolas Anelka - 7,Petr ?ech,,Chelsea2011
2011,Tottenham,8,7,1821.985352,0,1.416666667,2.083333333,1.583333333,0,0,0,0,0,0,QF,eng Club Crest Tottenham,12,4,5,3,25,19,6,17,,,,,34986,"Gareth Bale, Peter Crouch - 4",Heurelho Gomes,,Tottenham2011
2011,Inter,8,8,1809.528076,102,1.3,1.8,2.1,1,1,2,4,7,8,QF,it Club Crest Inter,10,4,1,5,18,21,-3,13,,,,,60720,Samuel Eto'o - 8,Júlio César,,Inter2011
2011,Bayern Munich,16,9,1877.818359,144,2.375,2.375,1.125,1,2,3,7,9,10,R16,de Club Crest Bayern Munich,8,6,1,1,19,9,10,19,,,,,65750,Mario Gómez - 8,"Hans-Jörg Butt, Thomas Kraft",,Bayern Munich2011
2011,Arsenal,16,10,1871.160889,87,1.875,2.625,1.375,0,1,2,6,10,11,R16,eng Club Crest Arsenal,8,5,0,3,21,11,10,15,,,,,59633,"Cesc Fàbregas, Andrey Arshavin... - 3",?ukasz Fabia?ski,,Arsenal2011
2011,Marseille,16,11,1801.822266,7,1.625,1.625,0.625,0,0,0,0,1,5,R16,fr Club Crest Marseille,8,4,1,3,13,5,8,13,,,,,52922,André-Pierre Gignac - 3,Steve Mandanda,,Marseille2011
2011,Valencia,16,12,1808.87085,78,1.5,2.125,1,0,2,2,4,4,6,R16,es Club Crest Valencia,8,3,3,2,17,8,9,12,,,,,32412,Roberto Soldado - 6,César Sánchez,,Valencia2011
2011,Lyon,16,13,1786.789307,50,1.375,1.5,1.75,0,0,1,4,8,10,R16,fr Club Crest Lyon,8,3,2,3,12,14,-2,11,,,,,36881,Michel Bastos - 3,Hugo Lloris,,Lyon2011
2011,Roma,16,14,1757.736084,24,1.25,1.5,2.125,0,0,0,2,5,6,R16,it Club Crest Roma,8,3,1,4,12,17,-5,10,,,,,34666,Marco Borriello - 4,Júlio Sérgio,,Roma2011
2011,FC Copenhagen,16,15,1723.44751,1,1.166666667,1,0.916666667,0,0,0,0,0,1,R16,dk Club Crest FC Copenhagen,12,3,5,4,12,11,1,14,,,,,35102,"Dame N'Doye, Martin Vingaard - 2",Johan Wiland,,FC Copenhagen2011
2011,Milan,16,16,1770.995361,189,1.125,0.875,1,2,3,4,5,8,9,R16,it Club Crest Milan,8,2,3,3,7,8,-1,9,,,,,60110,Zlatan Ibrahimovi? - 4,Christian Abbiati,,Milan2011
2011,Braga,32,17,1679.90686,0,1.8,1.4,1.6,0,0,0,0,0,0,GR,pt Club Crest Braga,10,6,0,4,14,16,-2,18,,,,,13754,Matheus Leite Nascimento - 3,Felipe,,Braga2011
2011,Basel,32,18,1626.084961,4,1.6,1.7,1.2,0,0,0,0,1,2,GR,ch Club Crest Basel,10,5,1,4,17,12,5,16,,,,,36746,Alexander Frei - 3,Franco Costanzo,,Basel2011
2011,Spartak Moscow,32,19,1665.62561,7,1.5,1.166666667,1.666666667,0,0,0,0,1,5,GR,ru Club Crest Spartak Moscow,6,3,0,3,7,10,-3,9,,,,,51739,"Ari, Ibson - 2",Andriy Dykan,,Spartak Moscow2011
2011,Hapoel Tel Aviv,32,20,1630.311646,0,1.333333333,1.666666667,1.25,0,0,0,0,0,0,GR,il Club Crest Hapoel Tel Aviv,12,4,4,4,20,15,5,16,,,,,12711,Eran Zahavi - 3,Vincent Enyeama,,Hapoel Tel Aviv2011
2011,Partizan,32,21,1530.879517,1,1.166666667,1.25,1.583333333,0,0,0,0,0,1,GR,rs Club Crest Partizan,12,4,2,6,15,19,-4,14,,,,,24595,Cléo - 2,Vladimir Stojkovi?,,Partizan2011
2011,Ajax,32,22,1733.472046,12,1.1,1.3,1.6,0,0,0,1,2,4,GR,nl Club Crest Ajax,10,2,5,3,13,16,-3,11,,,,,47581,"Toby Alderweireld, Demy de Zeeuw - 2",Maarten Stekelenburg,,Ajax2011
2011,Werder Bremen,32,23,1737.076538,9,1,1.375,2,0,0,0,0,2,5,GR,de Club Crest Werder Bremen,8,2,2,4,11,16,-5,8,,,,,30315,Marko Arnautovi? - 2,Tim Wiese,,Werder Bremen2011
2011,Twente,32,24,1696.59021,0,1,1.5,1.833333333,0,0,0,0,0,0,GR,nl Club Crest Twente,6,1,3,2,9,11,-2,6,,,,,23933,Nacer Chadli - 3,Nikolay Mihaylov,,Twente2011
2011,Rubin Kazan,32,25,1748.364258,1,1,0.333333333,0.666666667,0,0,0,0,0,1,GR,ru Club Crest Rubin Kazan,6,1,3,2,2,4,-2,6,,,,,19557,Christian Noboa - 2,Sergey Ryzhikov,,Rubin Kazan2011
2011,Rangers,32,26,1609.480225,8,1,0.5,1,0,0,0,0,1,6,GR,sct Club Crest Rangers,6,1,3,2,3,6,-3,6,,,,,45686,"Maurice Edu, Kenny Miller... - 1",Allan McGregor,,Rangers2011
2011,Benfica,32,27,1752.770508,9,1,1.166666667,2,0,0,0,1,1,3,GR,pt Club Crest Benfica,6,2,0,4,7,12,-5,6,,,,,28620,"Fábio Coentrão, Luisão - 2",Roberto,,Benfica2011
2011,CFR Cluj,32,28,1508.59729,1,0.666666667,1,2,0,0,0,0,0,1,GR,ro Club Crest CFR Cluj,6,1,1,4,6,12,-6,4,,,,,10600,"Ionu? Rada, Lacina Traoré - 2","Nuno Claro, Eduard St?ncioiu",,CFR Cluj2011
2011,MŠK Žilina,32,29,1482.305664,0,0.583333333,1.083333333,1.833333333,0,0,0,0,0,0,GR,sk Club Crest MŠK Žilina,12,1,4,7,13,22,-9,7,,,,,9594,"Bello Babatounde, Tomáš Majtán... - 1",Martin Dúbravka,,MŠK Žilina2011
2011,Auxerre,32,30,1705.717773,1,0.5,0.625,1.625,0,0,0,0,0,1,GR,fr Club Crest Auxerre,8,1,1,6,5,13,-8,4,,,,,19990,"Valter Birsa, Steeven Langil... - 1",Olivier Sorin,,Auxerre2011
2011,Panathinaikos,32,31,1648.581543,16,0.333333333,0.333333333,2.166666667,0,0,0,1,3,6,GR,gr Club Crest Panathinaikos,6,0,2,4,2,13,-11,2,,,,,49452,"Cédric Kanté, Sidney Govou - 1",Alexandros Tzorvas,,Panathinaikos2011
2011,Bursaspor,32,32,1623.212646,0,0.166666667,0.333333333,2.666666667,0,0,0,0,0,0,GR,tr Club Crest Bursaspor,6,0,1,5,2,16,-14,1,,,,,17908,"Pablo Batalla, Sercan Y?ld?r?m - 1",Dimitar Ivankov,,Bursaspor2011
2010,Inter,1,1,1886.802734,39,2.076923077,1.307692308,0.692307692,0,0,1,3,6,7,W,it Club Crest Inter,13,8,3,2,17,9,8,27,,,,,72347,Diego Milito - 6,Júlio César,? Champions League via playoff win,Inter2010
2010,Bayern Munich,2,2,1859.880859,113,1.692307692,1.615384615,1.153846154,1,1,2,6,8,9,F,de Club Crest Bayern Munich,13,7,1,5,21,15,6,22,,,,,70850,Ivica Oli? - 7,Hans-Jörg Butt,,Bayern Munich2010
2010,Lyon,4,3,1773.560791,35,1.928571429,1.785714286,0.857142857,0,0,0,3,7,9,SF,fr Club Crest Lyon,14,8,3,3,25,12,13,27,,,,,39509,Miralem Pjani? - 4,Hugo Lloris,,Lyon2010
2010,Barcelona,4,4,1989.804199,185,1.333333333,1.666666667,0.833333333,2,2,5,6,8,9,SF,es Club Crest Barcelona,12,3,7,2,20,10,10,16,,,,,82627,Lionel Messi - 8,Víctor Valdés,,Barcelona2010
2010,Bordeaux,8,5,1868.681396,5,2.1,1.4,0.6,0,0,0,0,1,3,QF,fr Club Crest Bordeaux,10,6,3,1,14,6,8,21,,,,,32540,Marouane Chamakh - 5,Cédric Carrasso,,Bordeaux2010
2010,Manchester Utd,8,6,1930.65332,152,1.8,2.1,1.2,1,2,4,7,9,10,QF,eng Club Crest Manchester Utd,10,5,3,2,21,12,9,18,,,,,73296,Wayne Rooney - 5,Edwin van der Sar,,Manchester Utd2010
2010,Arsenal,8,7,1883.653198,80,1.583333333,2.166666667,1.166666667,0,1,2,5,9,10,QF,eng Club Crest Arsenal,12,5,4,3,26,14,12,19,,,,,59905,Nicklas Bendtner - 5,Manuel Almunia,,Arsenal2010
2010,CSKA Moscow,8,8,1704.268921,3,1.5,1.3,1.4,0,0,0,0,0,3,QF,ru Club Crest CSKA Moscow,10,4,3,3,13,14,-1,15,,,,,35000,Miloš Krasi? - 4,Igor Akinfeev,,CSKA Moscow2010
2010,Sevilla,16,9,1835.741699,3,1.875,1.625,0.875,0,0,0,0,1,1,R16,es Club Crest Sevilla,8,4,3,1,13,7,6,15,,,,,39375,"Luís Fabiano, Frédéric Kanouté... - 2",Andrés Palop,,Sevilla2010
2010,Chelsea,16,10,1947.82666,101,1.875,1.5,0.875,0,1,5,6,7,7,R16,eng Club Crest Chelsea,8,4,3,1,12,7,5,15,,,,,39614,"Salomon Kalou, Nicolas Anelka... - 3",Petr ?ech,,Chelsea2010
2010,Porto,16,11,1834.785645,90,1.875,1.25,1.125,1,1,1,3,7,8,R16,pt Club Crest Porto,8,5,0,3,10,9,1,15,,,,,36987,Radamel Falcao - 4,Helton Arruda,,Porto2010
2010,Fiorentina,16,12,1767.315796,4,1.8,2.1,1.4,0,0,0,0,1,2,R16,it Club Crest Fiorentina,10,5,3,2,21,14,7,18,,,,,34547,Stevan Joveti? - 4,Sébastien Frey,,Fiorentina2010
2010,Real Madrid,16,13,1904.695679,178,1.75,2,1.125,2,2,4,5,10,10,R16,es Club Crest Real Madrid,8,4,2,2,16,9,7,14,,,,,75800,Cristiano Ronaldo - 7,Iker Casillas,,Real Madrid2010
2010,Olympiacos,16,14,1682.735107,11,1.5,1,0.666666667,0,0,0,0,1,9,R16,gr Club Crest Olympiacos,12,5,3,4,12,8,4,18,,,,,30355,Kostas Mitroglou - 2,Antonios Nikopolidis,,Olympiacos2010
2010,Stuttgart,16,15,1714.120728,4,1.4,1.2,1.2,0,0,0,0,1,2,R16,de Club Crest Stuttgart,10,3,5,2,12,12,0,14,,,,,35500,"Zdravko Kuzmanovi?, Pavel Pogrebnyak - 2",Jens Lehmann,,Stuttgart2010
2010,Milan,16,16,1798.790161,186,1.125,1.25,1.75,2,3,4,5,7,8,R16,it Club Crest Milan,8,2,3,3,10,14,-4,9,,,,,58349,Ronaldinho - 3,Dida,,Milan2010
2010,Unirea Urziceni,32,17,1575.941528,0,1.333333333,1.333333333,1.333333333,0,0,0,0,0,0,GR,ro Club Crest Unirea Urziceni,6,2,2,2,8,8,0,8,,,,,16500,"Marius Bila?co, Pablo Brandán... - 1",Giedrius Arlauskis,,Unirea Urziceni2010
2010,Juventus,32,18,1776.838623,55,1.333333333,0.666666667,1.166666667,0,1,1,3,6,7,GR,it Club Crest Juventus,6,2,2,2,4,7,-3,8,,,,,21519,"Mauro Camoranesi, Giorgio Chiellini... - 1",Gianluigi Buffon,,Juventus2010
2010,Wolfsburg,32,19,1751.025879,0,1.166666667,1.5,1.333333333,0,0,0,0,0,0,GR,de Club Crest Wolfsburg,6,2,1,3,9,8,1,7,,,,,25986,Edin Džeko - 4,Diego Benaglio,,Wolfsburg2010
2010,Marseille,32,20,1772.705811,6,1.166666667,1.666666667,1.666666667,0,0,0,0,1,4,GR,fr Club Crest Marseille,6,2,1,3,10,10,0,7,,,,,57249,"Lucho González, Gabriel Heinze - 2",Steve Mandanda,,Marseille2010
2010,Liverpool,32,21,1846.093506,127,1.166666667,0.833333333,1.166666667,1,2,3,5,6,7,GR,eng Club Crest Liverpool,6,2,1,3,5,7,-2,7,,,,,41339,Yossi Benayoun - 2,Pepe Reina,,Liverpool2010
2010,Zürich,32,22,1536.773315,0,1.1,1.5,1.8,0,0,0,0,0,0,GR,ch Club Crest Zürich,10,3,2,5,15,18,-3,11,,,,,23608,"Silvan Aegerter, Alexandre Alphonse... - 1",Johnny Leoni,,Zürich2010
2010,Maccabi Haifa,32,23,1594.978027,1,1,1.583333333,1,0,0,0,0,0,1,GR,il Club Crest Maccabi Haifa,12,3,3,6,19,12,7,12,,,,,18500,,Nir Davidovich,,Maccabi Haifa2010
2010,Rubin Kazan,32,24,1715.092651,0,1,0.666666667,1.166666667,0,0,0,0,0,0,GR,ru Club Crest Rubin Kazan,6,1,3,2,4,7,-3,6,,,,,26122,"Gökdeniz Karadeniz, Aleksandr Ryazantsev - 1",Sergey Ryzhikov,,Rubin Kazan2010
2010,APOEL FC,32,25,1537.705444,0,0.916666667,1.166666667,0.833333333,0,0,0,0,0,0,GR,cy Club Crest APOEL FC,12,2,5,5,14,10,4,11,,,,,20589,Nenad Mirosavljevi? - 2,Dionisis Chiotis,,APOEL FC2010
2010,Debrecen,32,26,1451.043457,0,0.916666667,1.166666667,1.916666667,0,0,0,0,0,0,GR,hu Club Crest Debrecen,12,3,2,7,14,23,-9,11,,,,,16500,"Adamo Coulibaly, Gergely Rudolf - 2",Vukašin Poleksi?,,Debrecen2010
2010,Atlético Madrid,32,27,1738.460205,3,0.875,1,1.75,0,0,0,0,1,1,GR,es Club Crest Atlético Madrid,8,1,4,3,8,14,-6,7,,,,,33543,Sergio Agüero - 2,Sergio Asenjo,,Atlético Madrid2010
